Reporter_family,REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY
,RE0190188,REVERSE DISTRIB,EXP PHARMACEUTICAL SVCS CORP,EXP PHARMACEUTICAL SERVICES CORP.,48021 WARM SPRINGS BLVD.,,FREMONT,CA,94539,ALAMEDA
"Adare Pharmaceuticals, Inc.",RE0215649,MANUFACTURER,"ADARE PHARMACEUTICALS, INC.",,845 CENTER DRIVE,,VANDALIA,OH,45377,MONTGOMERY
,RE0215675,REVERSE DISTRIB,RETURN LOGISTICS,,INTERNATIONAL CORP.,22 ARTLEY ROAD,SAVANNAH,GA,31408,CHATHAM
Eckerd Corporation,RE0225157,DISTRIBUTOR,ECKERD CORPORATION #299,,36 HERRING ROAD,,SHENANDOAH,GA,30265,COWETA
Endo Pharmaceuticals,RE0228038,MANUFACTURER,ENDO PHARMACEUTICALS,,177 CANTIAGUE ROCK ROAD,,WESTBURY,NY,11590,NASSAU
Eckerd Corporation,RE0228242,DISTRIBUTOR,ECKERD CORPORATION #1999,,1776 STATESVILLE AVENUE,,CHARLOTTE,NC,28206,MECKLENBURG
Elan Holdings,RE0234497,MANUFACTURER,ELAN HOLDINGS,,1300 GOULD DRIVE,,GAINESVILLE,GA,30504,HALL
,RE0249690,REVERSE DISTRIB,EXCESS MANAGEMENT SYSTEMS,,3143 SKYWAY CIRCLE,,MELBOURNE,FL,32934,BREVARD
Eye Care and Cure Corporation,RE0256164,DISTRIBUTOR,EYE CARE AND CURE CORPORATION,EYE CARE AND CURE,4646  S. OVERLAND DRIVE,,TUCSON,AZ,85714,PIMA
Emergency Medical Products,RE0263955,DISTRIBUTOR,EMERGENCY MEDICAL PRODUCTS,,"EMERGENCY MEDICAL PRODUCTS, INC.","5235 INTERNATIONAL DRIVE, SUITE  B",CUDAHY,WI,53110,MILWAUKEE
Emerson Resources,RE0276104,MANUFACTURER,EMERSON RESOURCES,,600 MARKLEY STREET,,NORRISTOWN,PA,19401,MONTGOMERY
Elite Laboratories Inc,RE0282032,MANUFACTURER,ELITE LABORATORIES INC,,165 LUDLOW AVENUE,,NORTHVALE,NJ,7647,BERGEN
,RE0303230,REVERSE DISTRIB,GUARANTEED RETURNS MIDWEST,GRX HOLDING LLC,DBA GUARANTEED RETURNS MIDWEST,100 TEDUKE COURT,ST CHARLES,MO,63301,SAINT CHARLES
Expert-Med,RE0305018,DISTRIBUTOR,EXPERT-MED INC,,101 PARK PLACE COURT,,GREENVILLE,SC,29607,GREENVILLE
Eckerd Corporation,RE0328181,DISTRIBUTOR,ECKERD CORPORATION #6302,,8 QUEEN ANNE COURT,,LANGHORNE,PA,19047,BUCKS
"Eon Labs, Inc.",RE0333992,MANUFACTURER,"EON LABS, INC.",,4700 SANDOZ DRIVE,,WILSON,NC,27893,WILSON
Enclara Pharmacia Wholesale,RE0338233,DISTRIBUTOR,ENCLARA PHARMACIA WHOLESALE,,506 ELMWOOD AVENUE,,SHARON HILL,PA,19079,DELAWARE
Exel Inc DBA DHL Supply Chain,RE0349515,DISTRIBUTOR,EXEL INC,DBA DHL SUPPLY CHAIN (USA),260 SALEM CHURCH ROAD,,MECHANICSBURG,PA,17050,CUMBERLAND
E5 Pharma LLC,RE0351887,DISTRIBUTOR,E5 PHARMA LLC,,3550 NW 126TH AVENUE,,CORAL SPRINGS,FL,33065,BROWARD
Eckerd Corporation,RE0356003,DISTRIBUTOR,ECKERD CORPORATION,D/B/A RITE AID LIVERPOOL DISTRIBUTION CENTER (#55),7245 HENRY CLAY BLVD,,LIVERPOOL,NY,13088,ONONDAGA
"EMI Services of NC, LLC",RE0356091,DISTRIBUTOR,"EMI  SERVICES  OF NC, LLC",,6300 EAST INDEPENDENCE BLVD.,SUITE B,CHARLOTTE,NC,28212,MECKLENBURG
Eckerd Corporation,RE0356560,DISTRIBUTOR,ECKERD CORPORATION,DBA RITE AID CHARLOTTE DISTRIBUTION CENTER (#53),1776 STATESVILLE AVENUE,,CHARLOTTE,NC,28206,MECKLENBURG
Emed Medical Company,RE0357271,DISTRIBUTOR,EMED MEDICAL COMPANY,ERIC BAILEY,11551 ADIE RD,,MARYLAND HEIGHTS,MO,63043,SAINT LOUIS
Eckerd Corporation,RE0357461,DISTRIBUTOR,ECKERD CORPORATION,RITE AID ATLANTA DISTRIBUTION CENTER #52,36 HERRING ROAD,,NEWNAN,GA,30265,COWETA
Eminent Services Corporation,RE0373489,MANUFACTURER,EMINENT SERVICES CORPORATION,,7495 NEW TECHNOLOGY WAY,,FREDERICK,MD,21703,FREDERICK
Exel Inc DBA DHL Supply Chain,RE0378112,DISTRIBUTOR,EXEL INC.,EXEL INC. DBA DHL SUPPLY CHAIN (USA),350 SALEM CHURCH ROAD,,MECHANICSBURG,PA,17050,CUMBERLAND
,RE0379924,REVERSE DISTRIB,EQ DETROIT INC,,1923 FREDERICK ST,,DETROIT,MI,48211,WAYNE
Epic Pharma LLC,RE0380749,MANUFACTURER,EPIC PHARMA LLC,,227-15 NORTH CONDUIT AVENUE,,LAURELTON,NY,11413,QUEENS
Moore Medical LLC,RE0390966,DISTRIBUTOR,MOORE MEDICAL LLC,,495 WOODCREEK DRIVE,,BOLINGBROOK,IL,60440,WILL
"E Z Pharmacy Returns, Llc",RE0391071,REVERSE DISTRIB,"E Z PHARMACY RETURNS, LLC",,1101 LUND BLVD,PO BOX 877,ANOKA,MN,55303,ANOKA
,RE0393049,REVERSE DISTRIB,"ENVIRONMENTAL PHARMACEUTICALS, LLC",,7326 E. EVANS ROAD,SUITE B,SCOTTSDALE,AZ,85260,MARICOPA
ECI Pharmaceuticals,RE0408876,MANUFACTURER,"ECI PHARMACEUTICALS, LLC",,5311 NW 35TH TERRACE,,FORT LAUDERDALE,FL,33309,BROWARD
Exel Inc DBA DHL Supply Chain,RE0418562,DISTRIBUTOR,"EXEL, INC",EXEL INC D/B/A DHL SUPPLY CHAIN (USA),98 EXCELLENCE WAY,,VONORE,TN,37885,MONROE
El Paso Fire Department,RE0432752,DISTRIBUTOR,EL PASO FIRE DEPARTMENT,FIRE RESCUE DIVISION - HQ,"416 N. STANTON, SUITE 200",,EL PASO,TX,79901,EL PASO
"EPM Packaging, Inc.",RE0460446,MANUFACTURER,"EPM PACKAGING, INC.",,210 E 4TH ST,,LEXINGTON,NE,68850,DAWSON
Florida Infusion Nations Drug,RF0158279,DISTRIBUTOR,FLORIDA INFUSION/NATIONS DRUG,,1053 PROGRESS COURT,,PALM HARBOR,FL,34683,PINELLAS
Mayne Pharma (PR) Inc.,RF0221060,MANUFACTURER,MAYNE PHARMA (PR) INC.,,"1071 PARALLEL ROAD, RAMEY BASE",PO BOX 250471 RAMEY BRANCH,AGUADILLA,PR,604,AGUADILLA
Eckerd Corporation,RF0225311,DISTRIBUTOR,ECKERD CORPORATION,,7245 HENRY CLAY BLVD,,LIVERPOOL,NY,13088,ONONDAGA
FMC Distributors,RF0245123,DISTRIBUTOR,FMC DISTRIBUTORS INC,"FMC DISTRIBUTORS, INC.",EL TUQUE INDUSTRIAL PARK,3025 ROAD 591,PONCE,PR,728,PONCE
FMC Distributors,RF0265163,DISTRIBUTOR,FMC DISTRIBUTORS OF NEVADA,,4145 WAGON TRAIL AVENUE,,LAS VEGAS,NV,89118,CLARK
Formulation Technologies LLC,RF0271700,MANUFACTURER,FORMULATION TECHNOLOGIES LLC,D/B/A PHARMAFORM LLC,11501 DOMAIN DRIVE,SUITE 130,AUSTIN,TX,78758,TRAVIS
Forest Pharmaceuticals,RF0275621,MANUFACTURER,FOREST PHARMACEUTICALS,,5000 BROTHERTON ROAD,,CINCINNATI,OH,45209,HAMILTON
Fisher Clinical Services Inc,RF0292576,DISTRIBUTOR,FISHER CLINICAL SERVICES INC,,7554 SCHANTZ RD,,ALLENTOWN,PA,18106,LEHIGH
"Fluid Air, Inc.",RF0302202,MANUFACTURER,"FLUID AIR, INC.",,2550 WHITE OAK CIRCLE,,AURORA,IL,60502,DUPAGE
Fruth Inc,RF0306919,DISTRIBUTOR,FRUTH INC,FRUTH PHAMRACY WAREHOUSE,4016 OHIO RIVER ROAD,,POINT PLEASANT,WV,25550,MASON
Fisher Clinical Services Inc,RF0323244,MANUFACTURER,FISHER CLINICAL SERVICES,,699 N. WHEELING ROAD,,MT. PROSPECT,IL,60056,COOK
Fisher Bioservices Inc.,RF0329513,DISTRIBUTOR,FISHER BIOSERVICES INC.,,14665 ROTHGEB DRIVE,,ROCKVILLE,MD,20850,MONTGOMERY
Fisher Bioservices Inc.,RF0332407,DISTRIBUTOR,FISHER BIOSERVICES INC.,"CLINICAL RESEARCH PRODUCTS MGT., CENTER",1055 FIRST STREET,SUITE 125,ROCKVILLE,MD,20850,MONTGOMERY
First Medical Inc.,RF0354441,DISTRIBUTOR,FIRST MEDICAL INC.,OMEGA PHARMACY,3777 86TH STREET,,URBANDALE,IA,50322,POLK
Fisher Clinical Services Inc,RF0365177,DISTRIBUTOR,"FISHER CLINICAL SERVICES, INC.",,700A-C NESTLE WAY,,BREINIGSVILLE,PA,18031,LEHIGH
Foundation Care LLC,RF0376461,DISTRIBUTOR,FOUNDATION CARE LLC,,4010 WEDGEWAY COURT,,EARTH CITY,MO,63045,SAINT LOUIS
Far West Returns,RF0376738,REVERSE DISTRIB,FAR WEST RETURNS,,124 VALLEY RIDGE DRIVE,,PARADISE,CA,95969,BUTTE
"Formurex, Inc.",RF0385802,MANUFACTURER,"FORMUREX, INC.",,2470 NORTH WILCOX ROAD,,STOCKTON,CA,95215,SAN JOAQUIN
"Fleming and Company, Pharmaceuticals",RF0403686,MANUFACTURER,"FLEMING AND COMPANY, PHARMACEUTICALS",(DBA FLEMING PHARMACEUTICALS),1733 GILSINN LANE,,FENTON,MO,63026,SAINT LOUIS
"Freedom Pharmaceuticals, Inc.",RF0411974,MANUFACTURER,"FREEDOM PHARMACEUTICALS, INC.",,801 WEST NEW ORLEANS STREET,,BROKEN ARROW,OK,74011,TULSA
Fagron Inc,RF0431748,MANUFACTURER,FAGRON INC,,2400 PILOT KNOB ROAD,SUITE 200,SAINT PAUL,MN,55120,DAKOTA
Genetco Inc,RG0103553,DISTRIBUTOR,GENETCO  INC,,711 UNION PARKWAY,,RONKONKOMA,NY,11779,SUFFOLK
The Harvard Drug Group,RG0131499,DISTRIBUTOR,THE HARVARD DRUG GROUP-MI,EXPERT-MED/LETCO MEDICAL,FIRST VETERINARY SUPPLY,31778 ENTERPRISE DRIVE,LIVONIA,MI,48150,WAYNE
"GM Pharmaceuticals, Inc",RG0160426,DISTRIBUTOR,"GM PHARMACEUTICALS, INC",,3501 S. FIELDER ROAD,PO BOX 150312,ARLINGTON,TX,76015,TARRANT
Sandoz,RG0165553,DISTRIBUTOR,SANDOZ,,2599 W MIDWAY BLVD,,BROOMFIELD,CO,80020,BROOMFIELD
Sandoz,RG0165565,MANUFACTURER,SANDOZ,,2555 W MIDWAY BLVD,,BROOMFIELD,CO,80020,BROOMFIELD
Fagron Inc,RG0165907,MANUFACTURER,"FAGRON, INC",,2400 PILOT KNOB ROAD,,SAINT PAUL,MN,55120,DAKOTA
Glatt Air Techniques Inc,RG0167014,MANUFACTURER,GLATT AIR TECHNIQUES INC,,20 SPEAR RD,,RAMSEY,NJ,7446,BERGEN
IVAX Pharmaceuticals,RG0171215,DISTRIBUTOR,IVAX PHARMACEUTICALS,,100 PRECISION DRIVE,,WALTON,KY,41094,BOONE
Great Western,RG0173865,DISTRIBUTOR,GREAT WESTERN,,ANIMAL HEALTH SUPPLY INC,8433 WASHINGTON PL NE,ALBUQUERQUE,NM,87113,BERNALILLO
The Harvard Drug Group,RG0207325,DISTRIBUTOR,THE HARVARD DRUG GROUP,,DBA MAJOR PHARMACEUTICALS,8330 ARJONS DRIVE,SAN DIEGO,CA,92126,SAN DIEGO
The Harvard Drug Group,RG0208581,DISTRIBUTOR,THE HARVARD DRUG GROUP,DBA MAJOR PHARMACEUTICALS/RUGBY LABORATORIES,5110 WEST 74TH STREET,,INDIANAPOLIS,IN,46268,MARION
McKesson Corporation,RG0223937,DISTRIBUTOR,MCKESSON MEDICAL-SURGICAL INC,,"4250 PATRIOT DRIVE, SUITE 100",,GRAPEVINE,TX,76051,TARRANT
"Almac Clinical Services, Inc.",RG0229511,MANUFACTURER,"ALMAC CLINICAL SERVICES, INC.",,25 FRETZ ROAD,,SOUDERTON,PA,18964,MONTGOMERY
Gil Pharmaceutical Corp,RG0250631,DISTRIBUTOR,GIL PHARMACEUTICAL CORP,,CARR. #1 KM 21.1 LA MUDA,,GUAYNABO,PR,970,GUAYNABO
"Almac Clinical Services, Inc.",RG0273994,DISTRIBUTOR,"ALMAC CLINICAL SERVICES, INC.",,25 FRETZ ROAD,,SOUDERTON,PA,18964,MONTGOMERY
Golden State Medical Supply,RG0287652,DISTRIBUTOR,GOLDEN STATE MEDICAL SUPPLY,,"GOLDEN STATE MEDICAL SUPPLY, INC",5187 CAMINO RUIZ,CAMARILLO,CA,93012,VENTURA
"Gentex Pharma, LLC",RG0329082,DISTRIBUTOR,"GENTEX PHARMA, LLC",,276 NISSAN PARKWAY,SUITE B,CANTON,MS,39046,MADISON
"Glenmark Pharmaceuticals Inc., USA",RG0351495,DISTRIBUTOR,"GLENMARK PHARMACEUTICALS INC., USA",,750 CORPORATE DRIVE,,MAHWAH,NJ,7430,BERGEN
"Par Pharmaceutical, Inc.",RG0359390,DISTRIBUTOR,"GENERICS BIDCO I, LLC",D/B/A PAR PHARMACEUTICAL,130 VINTAGE DRIVE,,HUNTSVILLE,AL,35811,MADISON
"Par Pharmaceutical, Inc.",RG0360115,MANUFACTURER,"GENERICS BIDCO II, LLC",D/B/A PAR PHARMACEUTICAL,3241 WOODPARK BOULEVARD,,CHARLOTTE,NC,28206,MECKLENBURG
G Medical DBA Pharmaceutics,RG0365165,DISTRIBUTOR,G MEDICAL D/BA/ PHARMACEUTICS,"G MEDICAL, LLC",77 CHARLES ST,,NEEDHAM HEIGHTS,MA,2494,NORFOLK
Gorbec Pharmaceutical Services Inc,RG0368591,MANUFACTURER,GORBEC PHARMACEUTICAL SERVICES INC,,2445 SOUTH ALSTON AVE,,DURHAM,NC,27713,DURHAM
Golden State Medical Supply,RG0392770,MANUFACTURER,"GOLDEN STATE MEDICAL SUPPLY, INC.",,5187 CAMINO RUIZ,,CAMARILLO,CA,93012,VENTURA
"Gavis Pharmaceuticals, LLC",RG0403054,DISTRIBUTOR,"GAVIS PHARMACEUTICALS, LLC",,400 CAMPUS DRIVE,,SOMERSET,NJ,8873,SOMERSET
GCP Pharma LLC,RG0441319,DISTRIBUTOR,GCP PHARMA LLC,,6807 N ROBINSON,,OKLAHOMA CITY,OK,73116,OKLAHOMA
Global Pharmaceutical Wholesale,RG0454001,DISTRIBUTOR,GLOBAL PHARMACEUTICAL WHOLESALE,,23456 KEAN ST,,DEARBORN,MI,48124,WAYNE
Henry Schein Inc,RH0162494,DISTRIBUTOR,HENRY SCHEIN INC,,5315 WEST 74TH STREET,,INDIANAPOLIS,IN,46268,MARION
Hi-Tech Pharmacal Co Inc,RH0180771,MANUFACTURER,HI-TECH PHARMACAL CO INC,,26 EDISON STREET,,AMITYVILLE,NY,11701,SUFFOLK
Henry Schein Inc,RH0181709,DISTRIBUTOR,HENRY SCHEIN INC,,255 VISTA BLVD,,SPARKS,NV,89434,WASHOE
CVS,RH0197170,DISTRIBUTOR,CVS INDIANA,,"7590 EMPIRE DR, DOORS 116-123",,INDIANAPOLIS,IN,46219,MARION
Hy-Vee,RH0211374,DISTRIBUTOR,HY-VEE,,1802 OSCEOLA AVENUE,,CHARITON,IA,50049,LUCAS
H. D. Smith,RH0225056,DISTRIBUTOR,H D SMITH WHOLESALE DRUG CO,,950 LIVELY BOULEVARD,,WOOD DALE,IL,60191,DUPAGE
Harco,RH0231124,DISTRIBUTOR,HARCO,DBA: TUSCALOOSA DISTRIBUTION,CENTER,"3931 RICE MINE ROAD, NE",TUSCALOOSA,AL,35406,TUSCALOOSA
Hawkins Inc,RH0231643,MANUFACTURER,HAWKINS INC,,3000-3100 EAST HENNEPIN AVENUE,,MINNEAPOLIS,MN,55413,HENNEPIN
Henry Schein Inc,RH0236667,DISTRIBUTOR,"HENRY SCHEIN, INC",,41 WEAVER ROAD,,DENVER,PA,17517,LANCASTER
Henry Schein Inc,RH0238192,DISTRIBUTOR,"HENRY SCHEIN, INC",,1001 NOLEN DRIVE,SUITE # 400,GRAPEVINE,TX,76051,TARRANT
Harbin Clinic,RH0249587,DISTRIBUTOR,HARBIN CLINIC,PHARMACY WHOLESALER,1825 MARTHA BERRY BLVD,,ROME,GA,30165,FLOYD
Acura Pharmaceutical Technologies,RH0268753,MANUFACTURER,ACURA PHARMACEUTICAL TECHNOLOGIES,,16235 STATE ROAD 17,,CULVER,IN,46511,MARSHALL
Heartland Repack Services,RH0272928,DISTRIBUTOR,HEARTLAND REPACK SERVICES,,4755 SOUTH AVENUE,,TOLEDO,OH,43615,LUCAS
Heartland Repack Services,RH0272930,MANUFACTURER,HEARTLAND REPACK SERVICES,,4755 SOUTH AVENUE,,TOLEDO,OH,43615,LUCAS
"HEB Grocery Company, LP",RH0277067,DISTRIBUTOR,"HEB GROCERY COMPANY, LP",HEB PHARMACY WAREHOUSE,6520 FRATT RD,,SAN ANTONIO,TX,78218,BEXAR
Henry Schein Inc,RH0284199,DISTRIBUTOR,HENRY SCHEIN INC,,8691 JESSE B. SMITH COURT,,JACKSONVILLE,FL,32219,DUVAL
HPSRx Enterprises Inc,RH0286662,DISTRIBUTOR,HPSRX ENTERPRISES INC,,1640 ROANOKE BLVD,,SALEM,VA,24153,SALEM
"Noven Pharmaceuticals, Inc",RH0294671,MANUFACTURER,"NOVEN PHARMACEUTICALS, INC",,"2730 & 2732 LOKER AVENUE, WEST",,CARLSBAD,CA,92010,SAN DIEGO
Hawthorn Pharmaceuticals Inc,RH0302567,DISTRIBUTOR,HAWTHORN PHARMACEUTICALS INC,,135 INDUSTRIAL BLVD,,MADISON,MS,39110,MADISON
Hospira Worldwide LLC,RH0314081,MANUFACTURER,HOSPIRA INC,,4285 N. WESLEYAN BLVD,U.S. HIGHWAY 301 N,ROCKY MOUNT,NC,27804,NASH
Hospira Worldwide LLC,RH0314271,DISTRIBUTOR,HOSPIRA WORLDWIDE LLC,,1635 STONERIDGE DRIVE,,STONE MOUNTAIN,GA,30083,DEKALB
Hospira Worldwide LLC,RH0314714,MANUFACTURER,HOSPIRA INC,,1776 NORTH CENTENNIAL DRIVE,,MCPHERSON,KS,67460,MCPHERSON
HSB Veterinary Supplies Inc,RH0319663,DISTRIBUTOR,HSB VETERINARY SUPPLIES INC,,23-F INDUSTRIAL BLVD,,MEDFORD,NY,11763,SUFFOLK
H. D. Smith,RH0323775,DISTRIBUTOR,H D SMITH WHOLESALE DRUG CO.,,"1901 NW 25TH AVE., BOX 1",,POMPANO BEACH,FL,33069,BROWARD
"Hygen Pharmaceuticals, Inc.",RH0331417,DISTRIBUTOR,"HYGEN PHARMACEUTICALS, INC.",,1940 124TH AVENUE N.E.,SUITE # A-105,BELLEVUE,WA,98005,KING
Omnicare Distribution Center LLC,RH0334463,DISTRIBUTOR,OMNICARE DISTRIBUTION CENTER LLC,,302 S. BYRNE RD.,BUILDING 200,TOLEDO,OH,43615,LUCAS
Howard Medical Company,RH0339172,DISTRIBUTOR,HOWARD MEDICAL COMPANY,HOWARD MEDICAL COMPANY,"3450 N. KOSTNER AVENUE, STE 100",,CHICAGO,IL,60641,COOK
H. D. Smith,RH0340896,DISTRIBUTOR,H. D. SMITH,,8 MARIN WAY,,STRATHAM,NH,3885,ROCKINGHAM
H. D. Smith,RH0344781,DISTRIBUTOR,H. D. SMITH,,670 BELLEVILLE TPKE,,KEARNY,NJ,7032,HUDSON
Hawaii Mega-Cor Inc,RH0347080,DISTRIBUTOR,HAWAII MEGA-COR INC,,99-940 IWAENA STREET,,AIEA,HI,96701,HONOLULU
Huckaby Pharmaceuticals,RH0347167,DISTRIBUTOR,HUCKABY PHARMACEUTICALS,,6316 OLD LAGRANGE ROAD,,CRESTWOOD,KY,40014,OLDHAM
H. D. Smith,RH0347282,DISTRIBUTOR,H. D. SMITH WHOLESALE DRUG,,6001 GLOBAL DISTRIBUTION WAY,SUITE 102,LOUISVILLE,KY,40228,JEFFERSON
H. D. Smith,RH0366460,DISTRIBUTOR,H D SMITH WHOLESALE DRUG COMPANY,,1370 VICTORIA STREET,,CARSON,CA,90746,LOS ANGELES
,RH0379215,MANUF (BULK),HALO PHARMACEUTICAL INC,,30 NORTH JEFFERSON ROAD,,WHIPPANY,NJ,7981,MORRIS
Heritage Thermal Services Inc.,RH0387628,REVERSE DISTRIB,HERITAGE THERMAL SERVICES INC.,,1250 SAINT GEORGE STREET,,EAST LIVERPOOL,OH,43920,COLUMBIANA
HBC Service Company,RH0389773,DISTRIBUTOR,HBC SERVICE COMPANY,"DIV. OF GIANT EAGLE, INC.",601A MEADOWLANDS BOULEVARD,,WASHINGTON,PA,15301,WASHINGTON
Hi-Tech Pharmacal Co Inc,RH0405084,DISTRIBUTOR,"HI-TECH PHARMACAL CO., INC.",,13 EDISON STREET EAST,,AMITYVILLE,NY,11701,SUFFOLK
Healix Infusion Therapy,RH0406884,DISTRIBUTOR,"HEALIX INFUSION THERAPY, INC.",,1075 WEST PARK ONE DRIVE,SUITE 200,SUGAR LAND,TX,77478,FORT BEND
,RH0419526,REVERSE DISTRIB,HDS RETURNS LLC,,112 N LIBERTY ST,SUITE 200,NEW CASTLE,PA,16102,LAWRENCE
H J Harkins Company Inc,RH0425884,MANUFACTURER,"H J HARKINS COMPANY INC,",DBA PHARMA PAC,1400 W. GRAND AVE,UNIT F,GROVER BEACH,CA,93433,SAN LUIS OBISPO
Healix Infusion Therapy,RH0434213,MANUFACTURER,"HEALIX INFUSION THERAPY, INC.",,1075 WEST PARK ONE DRIVE,SUITE 200,SUGAR LAND,TX,77478,FORT BEND
"Hercon Pharmaceuticals, LLC",RH0436988,MANUFACTURER,"HERCON PHARMACEUTICALS, LLC",,101 SINKING SPRINGS LANE,,EMIGSVILLE,PA,17318,YORK
HMPG Pharmacy LLC,RH0442842,DISTRIBUTOR,HMPG PHARMACY LLC,,4090 JACKSON'S POINTE COURT,,ZELIENOPLE,PA,16063,BUTLER
"General Injectables & Vaccines,Inc",RI0166149,DISTRIBUTOR,INSOURCE,,80 SUMMIT VIEW LANE,PO BOX 9,BASTIAN,VA,24314,BLAND
"Interpharm, Inc",RI0173358,MANUFACTURER,INTERPHARM,,75 ADAMS AVENUE,,HAUPPAUGE,NY,11788,SUFFOLK
Iopharm Laboratories,RI0206260,DISTRIBUTOR,IOPHARM LABORATORIES,,7552 PEBBLE DR,,FORT WORTH,TX,76118,TARRANT
Inwood Laboratories,RI0210219,DISTRIBUTOR,INWOOD LABORATORIES,,500 COMMACK ROAD,,COMMACK,NY,11725,SUFFOLK
Catalent Pharma Solutions,RI0210803,MANUFACTURER,"CATALENT PHARMA SOLUTIONS, LLC",,1100 ENTERPRISE DRIVE,,WINCHESTER,KY,40391,CLARK
"Ivesco, LLC",RI0236681,DISTRIBUTOR,"IVESCO, LLC",,125 KINGSWOOD ROAD,,MANKATO,MN,56001,BLUE EARTH
International Medication Systems Ltd,RI0242266,MANUFACTURER,INTERNATIONAL MEDICATION SYSTEMS LTD,,1886 SANTA ANITA AVENUE,,SOUTH EL MONTE,CA,91733,LOS ANGELES
"Integrated Commercialization Solutions, LLC",RI0248686,DISTRIBUTOR,"INTEGRATED COMMERCIALIZATION SOLUTIONS, LLC",,420 INTERNATIONAL BLVD,SUITE 500,BROOKS,KY,40109,BULLITT
Int'l Ethical Labs Inc,RI0249121,DISTRIBUTOR,INT'L ETHICAL LABS INC,INTERNATIONAL ETHICAL LABS,473 CALLE CESAR GONZALEZ,EXTENSION ROOSEVELT,SAN JUAN,PR,918,SAN JUAN
Impax Laboratories,RI0259300,MANUFACTURER,IMPAX LABORATORIES,,CASTOR AND KENSINGTON AVES,3735 CASTOR AVENUE,PHILADELPHIA,PA,19124,PHILADELPHIA
Impax Laboratories,RI0268068,MANUFACTURER,IMPAX LABORATORIES,,30831 HUNTWOOD AVENUE,,HAYWARD,CA,94544,ALAMEDA
Impax Laboratories,RI0286763,MANUFACTURER,IMPAX LABORATORIES INC,,31153 SAN ANTONIO ST,,HAYWARD,CA,94544,ALAMEDA
Inventory Management Corp,RI0301743,REVERSE DISTRIB,INVENTORY MANAGEMENT CORP,,837 N. LOMBARD STREET,,ELMHURST,IL,60126,DUPAGE
Intranasal Therapeutics Inc.,RI0328294,MANUFACTURER,INTRANASAL THERAPEUTICS INC.,,1513 BULL LEA BLVD.,,LEXINGTON,KY,40511,FAYETTE
The Coghlan Group Inc,RI0342321,DISTRIBUTOR,THE COGHLAN GROUP INC,,1500 BUSINESS PARK DRIVE,,BASTROP,TX,78602,BASTROP
"Interpharm, Inc",RI0347179,MANUFACTURER,"INTERPHARM, INC",,50 HORSEBLOCK ROAD,,BROOKHAVEN,NY,11719,SUFFOLK
"Interpharm, Inc",RI0351914,DISTRIBUTOR,"INTERPHARM, INC",,50 HORSEBLOCK ROAD,,BROOKHAVEN,NY,11719,SUFFOLK
Innoviant Pharmacy Inc,RI0353552,DISTRIBUTOR,INNOVIANT PHARMACY INC,DBA IPI PHARMACEUTICALS,1800 BYBERRY ROAD,SUITE 1300,HUNTINGDON VALLEY,PA,19006,MONTGOMERY
"Ivesco, LLC",RI0360812,DISTRIBUTOR,"IVESCO, LLC",,124 COUNTRY CLUB ROAD,,IOWA FALLS,IA,50126,HARDIN
Innovative Pharmaceuticals LLC,RI0377273,MANUFACTURER,INNOVATIVE PHARMACEUTICALS LLC,DAVID JAMES SMITH MD,11120 ROSELLE STREET,"SUITE E, F,  & G",SAN DIEGO,CA,92121,SAN DIEGO
Intermed Distributors Inc,RI0413017,DISTRIBUTOR,INTERMED DISTRIBUTORS INC,,15201 N. COMMERCE DRIVE,,DEARBORN,MI,48120,WAYNE
Innoteq Inc,RI0430669,MANUFACTURER,INNOTEQ INC,,555 LORDSHIP BLVD,,STRATFORD,CT,6615,FAIRFIELD
Independent Pharmacy Cooperative,RI0452007,DISTRIBUTOR,INDEPENDENT PHARMACY COOPERATIVE,,5610 S 40TH STREET SUITE 1,,PHOENIX,AZ,85040,MARICOPA
Johnson Matthey Inc,RJ0100987,MANUF (BULK),JOHNSON MATTHEY INC,,CUSTOM PHARMACEUTICALS DEPART.,2003 NOLTE DRIVE,WEST DEPTFORD,NJ,8066,GLOUCESTER
Jerome Stevens Pharmaceut Inc,RJ0147858,MANUFACTURER,JEROME STEVENS PHARMACEUT INC,,60 DA VINCI DR,,BOHEMIA,NY,11716,SUFFOLK
3M Drug Delivery Systems,RJ0225462,MANUFACTURER,3M DRUG DELIVERY SYSTEMS,,42 WEST WATER STREET,BLDG 75-01-01,SAINT PAUL,MN,55107,RAMSEY
JM Blanco Inc,RJ0249563,DISTRIBUTOR,JM BLANCO INC,,AMELIA INDUSTRIAL PARK,21 CALLE DIANA,GUAYNABO,PR,968,GUAYNABO
D & K Healthcare Resources,RJ0250845,DISTRIBUTOR,JEWETT DRUG COMPANY SUB OF,"D&K HEALTHCARE RESOURCES, INC.",P.O. BOX 1240,217 E. RAILROAD AVENUE,ABERDEEN,SD,57402,BROWN
Janssen Ortho LLC,RJ0255453,MANUFACTURER,JANSSEN ORTHO LLC,,KM 0.1 STATE ROAD 933 MAMEY WARD,,GURABO,PR,778,GURABO
