BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon
BR4407347,GA,FULTON,33.615263,-84.991261
AR6765791,GA,CARROLL,33.5876141,-85.0580135
AK8371849,GA,CARROLL,33.589158,-85.055656
AR0394609,GA,CARROLL,33.5709423,-85.072027
FW1690507,GA,CARROLL,33.5593705,-85.0720184
BM3660289,GA,CARROLL,33.5593705,-85.0720183
BH8093205,GA,DEKALB,33.8413126,-84.3258545
BW8290051,GA,DEKALB,33.8242022,-84.2926185
BR5284219,GA,DEKALB,33.8845031,-84.24789
BK7531189,GA,DEKALB,33.88381,-84.2478294
BE5284219,GA,DEKALB,33.8845031,-84.24789
BR5282861,GA,DEKALB,33.8494678,-84.2177932
BE5282861,GA,DEKALB,33.8494678,-84.2177932
BP6867305,GA,DEKALB,33.8533004,-84.2147258
BR2243311,GA,DEKALB,33.8821967,-84.218946
BR5170953,GA,DEKALB,33.880513,-84.2200988
BT5740229,GA,DEKALB,33.8821967,-84.218946
FW0780913,GA,DEKALB,33.8564239,-84.209517
AC6701622,GA,DEKALB,33.8533477,-84.2148082
BM0787525,GA,DEKALB,33.8835229,-84.245064
BR4129450,GA,DEKALB,33.812036,-84.1944852
BD2433035,GA,DODGE,32.1981094,-83.1756537
AM5653832,GA,DOOLY,32.2599817,-83.736806
BC5282289,GA,DEKALB,33.7931706,-84.2812881
BW7173266,GA,DEKALB,33.7943032,-84.2756944
BC6580662,GA,DEKALB,33.8225752,-84.2637237
BP6302599,GA,DEKALB,33.8113705,-84.2747133
BC5206796,GA,CHEROKEE,34.0926833,-84.6141427
BW9077620,GA,CHEROKEE,34.1128055,-84.5846087
BK0280545,GA,CHEROKEE,34.0899152,-84.5854601
AM1178272,GA,CLARKE,33.9696408,-83.4145455
FG1536296,GA,CLARKE,33.9617711,-83.4140744
FC2889814,GA,CLARKE,33.969597,-83.414546
AB1925037,GA,CLARKE,33.9639579,-83.3928285
BN9923853,GA,CLARKE,33.9662098,-83.4045174
AV3156937,GA,CLARKE,33.9616973,-83.3898724
BR8857712,GA,CLARKE,33.9626075,-83.3971746
BE8857712,GA,CLARKE,33.9626075,-83.3971746
BT8510059,GA,CLARKE,33.9416167,-83.4414413
FG2480488,GA,CLARKE,33.9384909,-83.4547682
BS7702132,GA,CLARKE,33.9386909,-83.486358
FW2142519,GA,CLARKE,33.9394013,-83.3230731
BM9591454,GA,CLARKE,33.9935158,-83.3356242
BS3896098,GA,CLAYTON,33.6201795,-84.377179
BR5282823,GA,CLAYTON,33.6189079,-84.3626253
BE5282823,GA,CLAYTON,33.6189079,-84.3626253
FP3254771,GA,FULTON,33.6346202,-84.3968282
AR7838139,GA,COBB,33.974611,-84.4150097
FK1733890,GA,COBB,33.9772962,-84.4195089
BP3387619,GA,COBB,34.0373333,-84.464259
BP7985798,GA,FULTON,34.0278547,-84.4230596
BC5505435,GA,CLAYTON,33.6172443,-84.3567106
BK5843986,GA,CLAYTON,33.6002627,-84.3369498
BW8027953,GA,CLAYTON,33.6000909,-84.3398671
BJ9704986,GA,CLAYTON,33.590378,-84.294258
BR5283116,GA,CLAYTON,33.5779762,-84.281576
BE5283116,GA,CLAYTON,33.5779762,-84.281576
BL7130456,GA,CLAYTON,33.5821901,-84.3396861
BS6711128,GA,CLAYTON,33.5556353,-84.348618
BK0708555,GA,CLAYTON,33.5602634,-84.4161176
BC5918048,PA,COLUMBIA,33.5433542,-84.3998779
BW2400466,GA,COBB,33.9003424,-84.4804655
BT9478050,GA,COBB,33.8973374,-84.478939
AE1181661,GA,COBB,33.9504856,-84.5083657
AK7773167,GA,COBB,33.9491509,-84.5181227
FA3158753,GA,COBB,33.9413868,-84.5120527
BP6259483,GA,COBB,33.9940657,-84.5089261
BR8599257,GA,COBB,33.995641,-84.5072255
BE8599257,GA,COBB,33.995641,-84.5072255
BK0912798,GA,COBB,34.0118545,-84.4934386
BR5170737,GA,COBB,33.9678692,-84.5356414
FG0055966,GA,COBB,34.0132361,-84.5476906
BR5283887,GA,COBB,34.0193099,-84.5290582
BE5283887,GA,COBB,34.0193099,-84.5290582
BM1893634,GA,COBB,33.9712422,-84.5487339
BR5284106,GA,COBB,33.970402,-84.5498605
AT9552616,GA,COBB,33.9521958,-84.5812437
BE5284106,GA,COBB,33.970402,-84.5498605
FN0689250,GA,COBB,33.9693871,-84.5534222
BP6680119,GA,COBB,33.9528459,-84.5713613
AK8650322,GA,COBB,33.9719488,-84.5524397
BK3822740,GA,COBB,33.9528459,-84.5713613
FW2479170,GA,COBB,33.9698219,-84.5516184
BS6706331,GA,COBB,33.9493237,-84.5217691
BW9488227,GA,COBB,33.9458691,-84.5214734
AA8702335,GA,COBB,33.9499391,-84.5363689
FV2268464,GA,HENRY,33.4457247,-84.3230565
BW9429615,GA,CLAYTON,33.5381626,-84.3661573
BK0708567,GA,CLAYTON,33.5342981,-84.366527
BK1141744,GA,CLAYTON,33.5343375,-84.3663463
BE5306306,GA,CLAYTON,33.5371354,-84.3656234
BP3884384,GA,CLAYTON,33.5388634,-84.3671841
BR5306306,GA,CLAYTON,33.5371354,-84.3656234
BN7392563,GA,CLAYTON,33.5462299,-84.3683926
BP4671485,GA,HENRY,33.4497934,-84.3274162
BK7566360,GA,CLAYTON,33.4721664,-84.3385578
AM2100585,GA,CLINCH,31.0366491,-82.7468646
AR3041819,GA,CLINCH,31.0392051,-82.7490844
BP9050802,GA,COBB,34.0641511,-84.7264953
BR5284409,GA,COBB,34.033743,-84.6762293
BR9189401,GA,COBB,34.0643929,-84.7230259
BE9189401,GA,COBB,34.0643929,-84.7230259
BE5284409,GA,COBB,34.033743,-84.6762293
FW3238195,GA,COBB,34.0605387,-84.7215072
FW3614890,GA,COBB,33.9233491,-84.5730692
BR5306281,GA,COBB,33.9016206,-84.5404433
BE5306281,GA,COBB,33.9016206,-84.5404433
BP5126001,GA,COBB,33.898875,-84.542439
BW5438949,GA,COBB,33.8556245,-84.5868304
FG1001344,GA,COBB,33.8571197,-84.5769978
BP9912278,GA,COBB,33.8556245,-84.5868304
FK3002540,GA,COBB,33.8752859,-84.5328767
BP5728160,GA,COBB,33.8324589,-84.5097842
BH6977447,GA,COBB,33.8247889,-84.4983089
BP7039008,GA,COBB,33.8434719,-84.5044662
BK8267608,GA,FULTON,33.8472495,-84.4922383
BC5363914,GA,COBB,33.8484984,-84.5057265
BW6675550,GA,COBB,33.8473632,-84.5043866
BH8527395,GA,COOK,31.1356737,-83.4297909
FU1937400,GA,COOK,31.1360161,-83.4325043
FB0999295,GA,COOK,31.1397367,-83.4246433
BE6194322,GA,COBB,34.065031,-84.676016
AL1195242,GA,COBB,34.0650927,-84.6768013
FW0038984,GA,COBB,34.0478964,-84.6974219
BK2541337,GA,COBB,34.0363297,-84.6768421
BT9848221,GA,COBB,34.0396488,-84.6849345
BW7612319,GA,COBB,34.0559923,-84.6843405
BE8491348,GA,COBB,34.065031,-84.676016
FR3407310,GA,COBB,34.039369,-84.6899538
BC6061181,GA,COBB,33.9680317,-84.6664242
BP4186739,GA,COBB,33.9421682,-84.7036017
BK1208645,GA,COBB,33.9551985,-84.6560821
BR5524346,GA,COBB,34.0357479,-84.4619353
BE5524346,GA,COBB,34.0357479,-84.4619353
BP3836004,GA,COBB,33.9762109,-84.478457
BC5050327,GA,FULTON,33.865769,-84.466927
BC5643285,GA,COBB,33.8110525,-84.572619
BK6106543,GA,COBB,33.8169308,-84.5787165
FA2532136,GA,COBB,33.8053927,-84.5700181
BP9017751,GA,COBB,33.8056354,-84.5257414
BW9282411,GA,COBB,33.8068275,-84.5292191
FK0142226,GA,COBB,33.8647715,-84.6245662
BB8422507,GA,COBB,33.858354,-84.62064
BK0904828,GA,COBB,33.8662259,-84.6297221
BW7186073,GA,COBB,33.8638814,-84.6764336
FS2392316,GA,COWETA,33.399913,-84.623711
FW0853021,GA,COFFEE,31.514416,-82.850188
BR5170826,GA,COFFEE,31.5087507,-82.8609065
FF0046804,GA,COFFEE,31.5066954,-82.861896
BT8716461,GA,COFFEE,31.501255,-82.8614332
AP1195002,GA,COFFEE,31.5085108,-82.8524234
BH9310664,GA,COFFEE,31.4991101,-82.8520307
AM4954839,GA,COFFEE,31.5089155,-82.8618437
AF8320082,GA,COFFEE,31.5066898,-82.8618824
AT8064848,GA,COLQUITT,31.3193899,-83.9191519
BT2717897,GA,COLQUITT,31.3197527,-83.9181507
BS5740356,GA,COLQUITT,31.1802582,-83.7975303
FS2339388,GA,COWETA,33.2929094,-84.5713758
FG0156314,GA,COWETA,33.3745317,-84.7547875
BP9984887,GA,COWETA,33.3743592,-84.7531163
BR5171006,GA,FULTON,33.7881534,-84.3271696
FB3481998,GA,DEKALB,33.7845301,-84.3231826
AM5073705,GA,DEKALB,33.7750119,-84.294524
BT6271972,GA,DEKALB,33.77807,-84.2961296
BK3869003,GA,DEKALB,33.7521581,-84.2691952
BR5284322,GA,DEKALB,33.7685639,-84.2524502
FW0696926,GA,DEKALB,33.7573482,-84.268537
BE5284322,GA,DEKALB,33.7685639,-84.2524502
BW5439559,GA,COLQUITT,31.170369,-83.7579252
AH7012913,GA,COLQUITT,31.1273271,-83.7803174
BW4728234,GA,COLQUITT,31.1780877,-83.7718807
FF2944088,GA,COLQUITT,31.1368601,-83.7820645
BW8628793,GA,COLUMBIA,33.5493528,-82.0902883
BW7563073,GA,COLUMBIA,33.5068797,-82.1408487
BK3815187,GA,COLUMBIA,33.5419949,-82.1323465
BW7632068,GA,COLUMBIA,33.5458447,-82.142294
AR4161080,GA,CRAWFORD,32.719778,-84.0100665
BR4047468,GA,DEKALB,33.763131,-84.2226925
FW0171138,GA,DEKALB,33.761413,-84.1971624
AR8483682,GA,DEKALB,33.7074954,-84.1141142
BS8380735,GA,DEKALB,33.7219696,-84.0932693
BK4834710,GA,DEKALB,33.7178306,-84.1448607
BR5170989,GA,DEKALB,33.7237767,-84.1644018
BK2124167,GA,DEKALB,33.7072219,-84.1679367
BW7098595,GA,DEKALB,33.7168499,-84.145245
FR2459623,GA,DEKALB,33.7162082,-84.1463992
BK7679802,GA,DEKALB,33.7037382,-84.1600117
FA3360574,GA,DEKALB,33.7042644,-84.1570334
BK4670584,GA,DEKALB,33.7112928,-84.2689338
BR5283875,GA,DEKALB,33.7476358,-84.2927618
BE5283875,GA,DEKALB,33.7476358,-84.2927618
BK6319847,GA,DEKALB,33.8565205,-84.3448958
BR5283685,GA,DEKALB,33.859377,-84.3415927
BE5283685,GA,DEKALB,33.859377,-84.3415927
FC2286082,GA,DEKALB,33.8725874,-84.3361459
FP2492661,GA,DEKALB,33.8702988,-84.33432
BW8271683,GA,DEKALB,33.9486902,-84.3348593
AR7775527,GA,DEKALB,33.9470528,-84.3343611
BR5171032,GA,DEKALB,33.9593598,-84.3020291
BW5438608,GA,DEKALB,33.9332968,-84.3332991
BK6100349,GA,DEKALB,33.9226245,-84.3159081
BK7832911,GA,DEKALB,33.8926476,-84.2649917
BP8088230,GA,DEKALB,33.8848118,-84.2883251
FP1200017,GA,DEKALB,33.8847628,-84.2880328
AJ5590749,GA,DEKALB,33.7182527,-84.2746661
BW7236056,GA,DEKALB,33.7313298,-84.2835913
AT9735880,GA,FULTON,33.7224431,-84.348303
AF2898332,GA,DOOLY,32.09129,-83.7960896
FP0115609,GA,DOUGHERTY,31.5885699,-84.1587231
BP9993470,GA,DOUGHERTY,31.5885699,-84.1587231
AM1299660,GA,DOUGHERTY,31.5667997,-84.1758034
BM4447353,GA,DOUGHERTY,31.5667997,-84.1758034
BR5171107,GA,DOUGHERTY,31.5509436,-84.1380976
BW3646784,GA,DOUGHERTY,31.550034,-84.142568
BW5438759,GA,ELBERT,34.0919195,-82.8457629
FI1206336,GA,ELBERT,34.0969493,-82.8450463
BM7919775,GA,EMANUEL,32.5943594,-82.345295
FS1152660,GA,EMANUEL,32.5910845,-82.3455917
AS6531467,GA,EMANUEL,32.5910662,-82.3456108
BT6039677,GA,DOUGLAS,33.7259011,-84.7347442
AA5590751,GA,CALHOUN,31.4350973,-84.7225603
FA3012236,GA,CALHOUN,31.4350973,-84.7225603
AH4119120,GA,EARLY,31.3784918,-84.9336034
BP4363634,GA,FULTON,33.9947921,-84.3500775
AK1565867,GA,FULTON,33.9828791,-84.3478786
FH0654803,GA,EVANS,32.1650523,-81.9007633
AR8137449,GA,EVANS,32.1691093,-81.9004861
BR5562839,GA,EVANS,32.1616653,-81.9046231
BT7820601,GA,EVANS,32.1650523,-81.9007633
BP8586806,GA,FAYETTE,33.4882841,-84.5871068
BT8949159,GA,FAYETTE,33.490682,-84.5853043
BR8643644,GA,FAYETTE,33.4787456,-84.5868182
BE8643644,GA,FAYETTE,33.4787456,-84.5868182
BC8021343,GA,FAYETTE,33.4220151,-84.5594807
FP2953443,GA,FAYETTE,33.427708,-84.5578433
AS4241016,GA,FULTON,33.9274791,-84.3780409
BP3973458,GA,FULTON,33.9350943,-84.3776146
FW1393987,GA,FULTON,33.9304102,-84.3789989
BR5172109,GA,FULTON,33.9043087,-84.4304779
BK1079866,GA,FULTON,33.8885729,-84.3823775
FP1229562,GA,FULTON,33.9072036,-84.3791826
FT1088524,GA,FULTON,33.9055154,-84.3804305
FP0604620,GA,FULTON,33.6121995,-84.6102805
BS9103893,GA,FULTON,33.6214116,-84.4752596
BD9241996,GA,FULTON,33.6131069,-84.4717751
FG1399042,GA,FULTON,33.6214116,-84.4752596
BK5059820,GA,FAYETTE,33.4392757,-84.5902301
BT9841998,GA,FAYETTE,33.4370485,-84.5894241
BK1746417,GA,FAYETTE,33.3767674,-84.5639634
BR5284396,GA,FAYETTE,33.3963413,-84.5917277
BR5283584,GA,FAYETTE,33.4063646,-84.5691403
BK2927741,GA,FAYETTE,33.3792443,-84.562346
BE5283584,GA,FAYETTE,33.4063646,-84.5691403
BE5284396,GA,FAYETTE,33.3963413,-84.5917277
FW2986252,GA,FAYETTE,33.4068715,-84.5688111
BP7566029,GA,FAYETTE,33.342689,-84.536648
BR8951849,GA,FAYETTE,33.3429155,-84.5331133
BE8951849,GA,FAYETTE,33.3429155,-84.5331133
BW7772266,GA,FAYETTE,33.4658594,-84.4491821
BR5171157,GA,FAYETTE,33.4578806,-84.4542673
BK1146390,GA,FAYETTE,33.4692529,-84.4489361
BR5283697,GA,FAYETTE,33.4678577,-84.4479928
BE5283697,GA,FAYETTE,33.4678577,-84.4479928
BW7921073,GA,FAYETTE,33.4298851,-84.4571487
BR5284485,GA,FAYETTE,33.4286507,-84.4576709
BP8961078,GA,FAYETTE,33.4313437,-84.4572491
BE5284485,GA,FAYETTE,33.4286507,-84.4576709
FG1003499,GA,FORSYTH,34.151713,-84.1749329
AS1189910,GA,FRANKLIN,34.3700471,-83.2353143
FM3254531,GA,FRANKLIN,34.368533,-83.2411073
BR0444024,GA,FRANKLIN,34.2840233,-83.1245839
BD4518695,GA,FRANKLIN,34.2831631,-83.1218188
BM7348116,GA,FRANKLIN,34.2872894,-83.1119277
AR5939965,GA,FRANKLIN,34.287222,-83.110549
AB9709063,GA,FRANKLIN,34.2841928,-83.1182362
BW7724974,GA,FRANKLIN,34.2841729,-83.1102084
AT9745247,GA,FULTON,33.5666381,-84.537078
FP1398824,GA,FULTON,33.570065,-84.5760157
BC5128423,GA,FULTON,33.6504313,-84.451738
FD0108541,GA,FULTON,33.6786294,-84.4384048
BT8384113,GA,FULTON,33.6594225,-84.4995017
BB8222818,GA,FULTON,33.6589012,-84.5052562
BG7019436,GA,FLOYD,34.2863209,-85.2194811
FG0823890,GA,FLOYD,34.2707565,-85.2718834
BF9131094,GA,FLOYD,34.2863626,-85.2197569
AC5085899,GA,FLOYD,34.2708709,-85.2718176
FN3308435,GA,FLOYD,34.2877764,-85.2249353
BR5172159,GA,FULTON,33.7982165,-84.3707087
AK1702504,GA,FULTON,33.8005137,-84.3730155
BC6612659,GA,FULTON,33.7886633,-84.3687447
BP8310473,GA,FULTON,33.7982165,-84.3707087
AG9756125,GA,FULTON,33.7749068,-84.4030872
BF3443570,GA,FULTON,33.7718129,-84.3759459
FG2117782,GA,FULTON,33.7737168,-84.3652949
BK0402379,GA,FULTON,33.77169,-84.363355
BC7856567,GA,FULTON,33.7687646,-84.3864832
BC9539694,GA,FULTON,33.7630928,-84.386821
FG3247372,GA,FULTON,33.7627662,-84.3865108
FK2496809,GA,FULTON,33.7602157,-84.3870849
FP2338881,GA,FULTON,33.7602157,-84.3870849
BC5062740,GA,FULTON,33.9851602,-84.2701875
AR9021661,GA,FLOYD,34.2703288,-85.1427108
BW5013557,GA,FLOYD,34.2726499,-85.2368523
BW5439167,GA,FLOYD,34.2754176,-85.2300324
BK1319296,GA,FLOYD,34.2730993,-85.2378305
BP9973618,GA,FULTON,33.7225542,-84.5083201
BR5171296,GA,FULTON,33.6914513,-84.5103392
FW0112639,GA,FULTON,33.6563177,-84.5132842
BP9696975,GA,FULTON,33.6564551,-84.5108308
FC2524925,GA,FULTON,33.6612905,-84.5137805
FT2260418,GA,FULTON,33.7592632,-84.5043474
BR5171385,GA,FULTON,33.7523732,-84.4668149
BF0277447,GA,FULTON,33.753259,-84.472429
BT9530850,GA,FULTON,33.7522668,-84.4856162
BP8312427,GA,FULTON,33.7752491,-84.4719596
FP2276219,GA,FULTON,33.7752491,-84.4719596
BF0146692,GA,WALKER,33.8128258,-84.393695
BS4426309,GA,FULTON,33.8046892,-84.3938238
FW1405718,GA,FULTON,33.8082856,-84.3961251
BA7020225,GA,FULTON,33.8134877,-84.3932734
AP5462887,GA,FULTON,33.80878,-84.395017
BC6077172,GA,FULTON,33.8194244,-84.3519456
BE5284005,GA,FULTON,33.8080596,-84.3658903
BP9843372,GA,FULTON,33.818249,-84.3487861
BR5284005,GA,FULTON,33.8080596,-84.3658903
BC5656117,GA,FULTON,33.8077088,-84.3665855
BS8845856,GA,FULTON,33.8108,-84.3673278
FW3129601,GA,FULTON,33.8077394,-84.3664859
FL2409705,GA,FLOYD,34.1982816,-85.1727643
BR9284441,GA,FULTON,33.8187897,-84.3877876
BE9284441,GA,FULTON,33.8187897,-84.3877876
BP3876919,GA,FULTON,33.834804,-84.383602
BP6419217,GA,FULTON,33.8421028,-84.4271959
AW1181938,GA,FULTON,33.8481841,-84.428461
BC5784144,GA,FULTON,33.847349,-84.4278523
BP4290893,GA,FULTON,33.8434015,-84.429001
FW2602161,GA,FULTON,33.8481841,-84.428461
B94695497,GA,FULTON,33.8434015,-84.429001
BC5042609,GA,FULTON,33.8608956,-84.3885545
FG0087711,GA,COBB,33.8708358,-84.3810662
FW0164640,GA,FULTON,33.8552089,-84.3831338
AR9636955,GA,GWINNETT,33.9684982,-84.261173
AK1572824,GA,FULTON,33.9605809,-84.3010265
AC2920456,GA,FULTON,33.9057748,-84.3519859
AC8476079,GA,FULTON,33.9081409,-84.3561597
AS7994418,GA,FULTON,33.9096998,-84.3502851
BA9210561,GA,FULTON,33.9096264,-84.3528562
BC2633902,GA,FULTON,33.9040559,-84.35225
BC3100322,GA,FULTON,33.906606,-84.355281
BC7410222,GA,FULTON,33.9129561,-84.3493576
BG8264640,GA,FULTON,33.9070412,-84.3491932
BG9868297,GA,FORSYTH,34.1724533,-84.1876476
BK2536045,GA,FORSYTH,34.1864165,-84.1437073
BW5439080,GA,FORSYTH,34.1840541,-84.129118
BT7654709,GA,FORSYTH,34.1865719,-84.1344972
BB7673684,GA,FORSYTH,34.1903828,-84.1316411
BC6576752,GA,FULTON,34.1433441,-84.2520387
BK5057117,GA,FULTON,34.144131,-84.2516591
BA5305518,GA,FULTON,34.145165,-84.247685
FW0675124,GA,FULTON,34.1504494,-84.2492817
BW6900319,GA,FULTON,34.0211989,-84.2719101
BP5722219,GA,FULTON,34.0610653,-84.3855772
BC5234137,GA,FULTON,34.0754331,-84.3616395
BW6831968,GA,FULTON,34.0599618,-84.382706
BK8529058,GA,FULTON,34.0398722,-84.3456642
BK7082388,GA,FULTON,34.0040475,-84.3894391
BE5283700,GA,FULTON,34.0233621,-84.2519127
BR5283700,GA,FULTON,34.0233621,-84.2519127
BR4304692,GA,FULTON,34.0252922,-84.2526971
BK1287297,GA,FULTON,34.0221549,-84.2714813
BP3973460,GA,FULTON,34.0231649,-84.2675497
BK4444509,GA,FULTON,34.085028200000004,-84.357207
BR7918660,GA,FULTON,34.0781706,-84.3551497
FW1142950,GA,FULTON,34.0819633,-84.3565463
BE7918660,GA,FULTON,34.0781706,-84.3551497
BM4949333,GA,FULTON,34.0625418,-84.3217446
BC5467798,GA,FULTON,34.0658935,-84.3201417
BW8390875,GA,FULTON,34.0708467,-84.2978605
BS6228135,GA,FULTON,34.0424121,-84.3147359
BT9232430,GA,FULTON,34.0461367,-84.2865523
FT1077999,GA,FULTON,34.0460057,-84.2863315
FW3452959,GA,FULTON,34.0697338,-84.2945836
BT8817819,GA,FULTON,34.0484836,-84.3215802
BN9045091,GA,FULTON,34.0668529,-84.3136884
FP1210397,GA,FULTON,34.0605528,-84.3049733
AU4637471,GA,GREENE,33.6148701,-83.0755016
BG9250919,GA,GREENE,33.4591249,-83.2439931
BC5704300,GA,FULTON,34.0415063,-84.2191931
BR6500361,GA,FULTON,34.0944495,-84.2796018
BC5875109,GA,FULTON,34.0806965,-84.295229
BK6476611,GA,FULTON,34.0962318,-84.2779392
BE6500361,GA,FULTON,34.0944495,-84.2796018
BP7238187,GA,FULTON,34.1167638,-84.2712597
BW6900321,GA,FULTON,34.0545256,-84.2314197
B95486712,GA,FULTON,33.7540215,-84.379914
FG1943629,GA,FULTON,33.7517652,-84.3819669
BR5171260,GA,FULTON,33.754721,-84.39153
FG3379155,GA,FULTON,33.7541825,-84.3885382
FH1735313,GA,EFFINGHAM,32.3517076,-81.2908233
AS1183463,GA,GLYNN,31.1627338,-81.3882682
AR7973844,GA,GLYNN,31.1601778,-81.3891291
BQ7526671,GA,EFFINGHAM,32.3714092,-81.3141811
FG3244756,GA,CHATHAM,32.1453093,-81.3389531
AE2521272,GA,ELBERT,34.1052543,-82.8546812
AR5494872,GA,ELBERT,34.1089096,-82.8621641
AW1187031,GA,ELBERT,34.1094602,-82.8678691
AM5290995,GA,ELBERT,34.1134264,-82.8713602
FW0673601,GA,ELBERT,34.1115497,-82.8677219
BK7204352,GA,HALL,34.3733159,-83.8704475
BM7255474,GA,HALL,34.4148875,-83.9022681
AG7851896,GA,MACON,32.4561691,-83.9400065
BU1562900,GA,MACON,32.293196,-84.0479234
BP5053789,GA,MACON,32.293196,-84.0479234
BW9581984,GA,HALL,34.3094018,-83.8147331
AR9047689,GA,HALL,34.3202287,-83.8177586
AL2420925,GA,HALL,34.3315942,-83.8093855
BJ9421493,GA,HALL,34.3305308,-83.8052825
BD2499677,GA,HALL,34.3144283,-83.7778553
BR5284168,GA,HALL,34.2797795,-83.8792322
BE5284168,GA,HALL,34.2797795,-83.8792322
AJ5609815,GA,HALL,34.2974591,-83.8251276
BT9656919,GA,HALL,34.2921839,-83.8300607
BC8773396,GA,HALL,34.2927383,-83.8302666
BU9505821,GA,HALL,34.2926543,-83.8228975
FW1690521,GA,HALL,34.1769041,-83.9086622
BK8343092,GA,HALL,34.1078478,-83.875029
FP1878834,GA,HALL,34.1108991,-83.8770372
BP6619437,GA,GWINNETT,34.1423992,-83.9506918
AR9122449,GA,HENRY,33.5491617,-84.2548953
BH1314791,GA,HENRY,33.508938,-84.2247809
BE3260623,GA,HENRY,33.5110169,-84.2245565
AP2056213,GA,HENRY,33.543211,-84.225155
BW9873616,GA,HENRY,33.511773,-84.2238452
BR5284500,GA,HENRY,33.5117398,-84.218452
BP4712596,GA,HENRY,33.5103677,-84.219893
BM7270399,GA,HENRY,33.5423523,-84.2249979
BE5284500,GA,HENRY,33.5117398,-84.218452
BP9656705,GA,HENRY,33.4137342,-84.2025988
FG0613201,GA,HENRY,33.4135727,-84.1991393
BR5270854,GA,HOUSTON,32.6192179,-83.6837478
BU9484990,GA,HOUSTON,32.6243264,-83.6908913
FK0544533,GA,HOUSTON,32.6177836,-83.6944492
BE5270854,GA,HOUSTON,32.6192179,-83.6837478
FG3438252,GA,HOUSTON,32.61534,-83.7099088
BW9589930,GA,HOUSTON,32.594226,-83.6234527
AK6419433,GA,HOUSTON,32.6166932,-83.6537114
FW0801553,GA,HOUSTON,32.6179323,-83.6817957
FP2338499,GA,PEACH,32.6124435,-83.714434
BT7511252,GA,HOUSTON,32.6161569,-83.6859554
BK6307563,GA,HOUSTON,32.6164492,-83.6837893
FK1681154,GA,HOUSTON,32.5529996,-83.6594416
BW5791846,GA,HOUSTON,32.5557197,-83.660703
FG0154372,GA,HOUSTON,32.553637,-83.6630188
BP8998493,GA,HOUSTON,32.5471766,-83.6920956
FC1954913,GA,HOUSTON,32.5486489,-83.6688353
BW4993413,GA,JACKSON,34.0989247,-83.7620236
FP0780571,GA,JACKSON,34.1066397,-83.7035565
BM1682663,GA,BANKS,34.247242,-83.557753
AR9586174,GA,JACKSON,34.2051629,-83.4621044
FU0485791,GA,JACKSON,34.2034952,-83.4579986
FI0678841,GA,BANKS,34.1801228,-83.4390082
AC1186851,GA,JACKSON,34.203466,-83.457983
FW0817063,GA,JONES,33.0052051,-83.5475338
AG1178599,GA,JONES,33.0014699,-83.5439679
BM4949838,GA,JONES,33.0062688,-83.5448074
BR3116010,GA,JONES,33.0081513,-83.5425836
AM2334059,GA,JASPER,33.3046145,-83.684648
BR5172452,GA,JASPER,33.3031018,-83.6808404
AR7258533,GA,JEFF DAVIS,31.86208,-82.6037132
BH3593818,GA,JEFF DAVIS,31.8646669,-82.6005997
FC2419869,GA,JEFF DAVIS,31.8538058,-82.6124293
FJ1766166,GA,JEFF DAVIS,31.8616547,-82.6058695
AH2047240,GA,LAMAR,33.0541171,-84.152953
BG1660314,GA,PIKE,33.0512024,-84.1571474
AM5673860,GA,LAURENS,32.5477914,-82.909411
BW8423028,GA,JEFFERSON,33.208273,-82.386705
BF9736628,GA,JEFFERSON,33.2177001,-82.3823936
FB1216604,GA,JEFFERSON,33.2075235,-82.3890231
BW6414433,GA,JEFFERSON,33.2086754,-82.3846817
AG1187637,GA,JEFFERSON,32.8634994,-82.4044612
BE5284447,GA,WALTON,32.867711,-82.4216705
BR5284447,GA,WALTON,32.867711,-82.4216705
FF1768754,GA,DOUGHERTY,31.6353037,-84.1104847
BR5284473,GA,GWINNETT,33.9638729,-84.1407516
BW5439129,GA,GWINNETT,33.9700974,-84.1502739
BE5284473,GA,GWINNETT,33.9638729,-84.1407516
BF3592931,GA,GWINNETT,33.9660625,-84.1411639
BC8250867,GA,GWINNETT,34.0640715,-84.0746313
BR5590559,GA,GWINNETT,34.0491531,-84.0934923
BE5590559,GA,GWINNETT,34.0491531,-84.0934923
BW7119159,GA,GWINNETT,34.009077,-84.1323823
BP5180625,GA,GWINNETT,34.0069755,-84.1301558
BW7340677,GA,FULTON,33.9973329,-84.0936127
BC9558961,GA,GWINNETT,33.9780187,-84.0967183
BB8955025,GA,GWINNETT,33.942016,-84.2410904
BW7011480,GA,GWINNETT,33.9571954,-84.2325112
BP4781488,GA,GWINNETT,33.9515988,-84.233042
BM7055836,GA,GWINNETT,33.9639531,-84.254919
FP2245454,GA,GWINNETT,33.9639531,-84.254919
BK0293895,GA,GWINNETT,33.9536578,-84.2320114
BA9579890,GA,GWINNETT,33.9643994,-84.2179612
BU3954698,GA,LEE,31.6446553,-84.1754646
BW4517643,GA,LEE,31.6323076,-84.1748105
FG2392291,GA,LEE,31.6573473,-84.1722178
FP2137126,GA,LEE,31.6554587,-84.1753296
AN9006619,GA,GWINNETT,33.942929,-84.2022487
BR4729476,GA,GWINNETT,33.8261655,-84.0964271
BT6201571,GA,DEKALB,33.8186971,-84.1218687
BP3421738,GA,GWINNETT,33.9147959,-84.1650283
